attackid,sessionid,repeated,severity,attack,service,srcip,dstip,srcport,dstport,subtype,eventtype
12090,7955636,1,high,SMB.Login.Brute.Force,NBSS,192.168.0.10,192.168.0.35,49230,445,ips,signature
12090,7955637,1,high,SMB.Login.Brute.Force,NBSS,192.168.0.10,192.168.0.35,49231,445,ips,signature
