attackid,sessionid,repeated,severity,attack,service,srcip,dstip,srcport,dstport,subtype,eventtype,url
52169,3309116,1,high,Backdoor.Covenant,HTTP,192.168.10.150,192.168.10.140,59364,80,ips,signature,/en-us/docs.html
52169,3309116,5,high,Backdoor.Covenant,HTTP,192.168.10.150,192.168.10.140,59364,80,ips,signature,
