attackid,sessionid,repeated,severity,attack,service,srcip,dstip,srcport,dstport,subtype,eventtype
35662,7613525,1,high,SSH.Connection.Brute.Force,SSH,192.168.10.1,192.168.10.2,53985,22,ips,signature
35662,7613526,1,high,SSH.Connection.Brute.Force,SSH,192.168.10.1,192.168.10.2,53986,22,ips,signature
