attackid,sessionid,repeated,severity,attack,service,srcip,dstip,srcport,dstport,subtype,eventtype
12449,11305451,1,critical,Remote.CMD.Shell,VDOLIVE,172.16.2.2,172.16.1.2,49182,7000,ips,signature
12449,11305452,1,critical,Remote.CMD.Shell,tcp/5000,172.16.2.2,172.16.1.2,49183,5000,ips,signature
