attackid,sessionid,repeated,severity,attack,service,srcip,dstip,srcport,dstport,subtype,eventtype
12449,3310951,1,critical,Remote.CMD.Shell,tcp/1234,192.168.0.21,192.168.0.30,49167,1234,ips,signature
12449,3310951,1,critical,Remote.CMD.Shell,tcp/1234,192.168.0.21,192.168.0.30,49167,1234,ips,signature
