attackid,sessionid,repeated,severity,attack,service,srcip,dstip,srcport,dstport,subtype,eventtype
12449,24349469,1,critical,Remote.CMD.Shell,tcp/1234,192.168.0.20,192.168.0.30,59950,1234,ips,signature
