attackid,sessionid,repeated,severity,attack,service,srcip,dstip,srcport,dstport,subtype,eventtype,url
52676,1255,1,high,Backdoor.MITRE.CALDERA.Manx.Agent,HTTP,172.16.2.2,172.16.1.2,51716,8888,ips,signature,/beacon
52676,1255,8,high,Backdoor.MITRE.CALDERA.Manx.Agent,HTTP,172.16.2.2,172.16.1.2,51716,8888,ips,signature,
