attackid,sessionid,repeated,severity,attack,service,srcip,dstip,srcport,dstport,subtype,eventtype
12449,24324649,1,critical,Remote.CMD.Shell,tcp/1234,192.168.0.20,192.168.0.30,47230,1234,ips,signature
