attackid,sessionid,repeated,severity,attack,service,srcip,dstip,srcport,dstport,subtype,eventtype
40511,291640,1,critical,ProFTPd.mod_copy.Remote.Command.Execution,FTP,192.168.1.3,192.168.2.2,36273,21,ips,signature
40511,291640,1,critical,ProFTPd.mod_copy.Remote.Command.Execution,FTP,192.168.1.3,192.168.2.2,36273,21,ips,signature
