PaqueteReglas,SID,Detalles,Seq,IPOrigen,IPDestino,PrtOrigen,PrtDestino,IDPaq
ETOpenOpt,2002752,ET POLICY Reserved Internal IP Traffic,F9AE65BE,172.16.1.2,172.16.2.2,32855,22,57735
ETOpenOpt,2002749,ET POLICY Unallocated IP Space Traffic - Bogon Nets,F9AE65BE,172.16.1.2,172.16.2.2,32855,22,57735
PaqueteReglas,SID,Detalles,Seq,IPOrigen,IPDestino,PrtOrigen,PrtDestino,IDPaq
ETOpenOpt,2002752,ET POLICY Reserved Internal IP Traffic,F9AE65BE,172.16.1.2,172.16.2.2,32855,22,57735
ETOpenOpt,2002749,ET POLICY Unallocated IP Space Traffic - Bogon Nets,F9AE65BE,172.16.1.2,172.16.2.2,32855,22,57735
