PaqueteReglas,SID,Detalles,Seq,IPOrigen,IPDestino,PrtOrigen,PrtDestino,IDPaq
ETOpenOpt,2002752,ET POLICY Reserved Internal IP Traffic,7FD20945,10.0.2.7,10.0.2.15,443,41664,0
ETOpenOpt,2002749,ET POLICY Unallocated IP Space Traffic - Bogon Nets,7FD20945,10.0.2.7,10.0.2.15,443,41664,0
