ID_regla,sessionid,repeatcnt,severity_number,Nombre_regla,thread_category,prot,src_ip,dst_ip,log_subtype,extra_data
9999,688659,1,1,,N/A,tcp,172.16.1.2,172.16.2.2,url,172.16.2.2/.git/HEAD
9999,688658,1,1,,N/A,tcp,172.16.1.2,172.16.2.2,url,172.16.2.2/.forward
9999,688657,1,1,,N/A,tcp,172.16.1.2,172.16.2.2,url,172.16.2.2/.cvsignore
9999,688656,1,1,,N/A,tcp,172.16.1.2,172.16.2.2,url,172.16.2.2/.cvs
9999,688655,1,1,,N/A,tcp,172.16.1.2,172.16.2.2,url,172.16.2.2/.config
9999,688659,1,1,,N/A,tcp,172.16.1.2,172.16.2.2,url,172.16.2.2/.htpasswd
9999,688658,1,1,,N/A,tcp,172.16.1.2,172.16.2.2,url,172.16.2.2/.listing
9999,688657,1,1,,N/A,tcp,172.16.1.2,172.16.2.2,url,172.16.2.2/.listings
9999,688656,1,1,,N/A,tcp,172.16.1.2,172.16.2.2,url,172.16.2.2/.mysql_history
9999,688655,1,1,,N/A,tcp,172.16.1.2,172.16.2.2,url,172.16.2.2/.passwd
9999,688659,1,1,,N/A,tcp,172.16.1.2,172.16.2.2,url,172.16.2.2/.perf
9999,688656,1,1,,N/A,tcp,172.16.1.2,172.16.2.2,url,172.16.2.2/.profile
9999,688657,1,1,,N/A,tcp,172.16.1.2,172.16.2.2,url,172.16.2.2/.rhosts
9999,688658,1,1,,N/A,tcp,172.16.1.2,172.16.2.2,url,172.16.2.2/.sh_history
9999,688659,1,1,,N/A,tcp,172.16.1.2,172.16.2.2,url,172.16.2.2/.subversion
9999,688655,1,1,,N/A,tcp,172.16.1.2,172.16.2.2,url,172.16.2.2/.svn
9999,688655,1,1,,N/A,tcp,172.16.1.2,172.16.2.2,url,172.16.2.2/.web
9999,688654,1,1,,N/A,tcp,172.16.1.2,172.16.2.2,url,172.16.2.2/.cache
9999,688656,1,1,,N/A,tcp,172.16.1.2,172.16.2.2,url,172.16.2.2/.swf
9999,688657,1,1,,N/A,tcp,172.16.1.2,172.16.2.2,url,172.16.2.2/.svn/entries
9999,688659,1,1,,N/A,tcp,172.16.1.2,172.16.2.2,url,172.16.2.2/@
9999,688655,1,1,,N/A,tcp,172.16.1.2,172.16.2.2,url,172.16.2.2/_admin
9999,688657,1,1,,N/A,tcp,172.16.1.2,172.16.2.2,url,172.16.2.2/_ajax
9999,688654,1,1,,N/A,tcp,172.16.1.2,172.16.2.2,url,172.16.2.2/_assets
9999,688655,1,1,,N/A,tcp,172.16.1.2,172.16.2.2,url,172.16.2.2/_backup
9999,688656,1,1,,N/A,tcp,172.16.1.2,172.16.2.2,url,172.16.2.2/_archive
9999,688659,1,1,,N/A,tcp,172.16.1.2,172.16.2.2,url,172.16.2.2/_borders
9999,688654,1,1,,N/A,tcp,172.16.1.2,172.16.2.2,url,172.16.2.2/_cache
9999,688657,1,1,,N/A,tcp,172.16.1.2,172.16.2.2,url,172.16.2.2/_catalogs
9999,688656,1,1,,N/A,tcp,172.16.1.2,172.16.2.2,url,172.16.2.2/_code
9999,688655,1,1,,N/A,tcp,172.16.1.2,172.16.2.2,url,172.16.2.2/_common
9999,688654,1,1,,N/A,tcp,172.16.1.2,172.16.2.2,url,172.16.2.2/_config
9999,688659,1,1,,N/A,tcp,172.16.1.2,172.16.2.2,url,172.16.2.2/_css
9999,688657,1,1,,N/A,tcp,172.16.1.2,172.16.2.2,url,172.16.2.2/_conf
9999,688654,1,1,,N/A,tcp,172.16.1.2,172.16.2.2,url,172.16.2.2/_db_backups
9999,688656,1,1,,N/A,tcp,172.16.1.2,172.16.2.2,url,172.16.2.2/_database
9999,688655,1,1,,N/A,tcp,172.16.1.2,172.16.2.2,url,172.16.2.2/_derived
9999,688659,1,1,,N/A,tcp,172.16.1.2,172.16.2.2,url,172.16.2.2/_dev
9999,688656,1,1,,N/A,tcp,172.16.1.2,172.16.2.2,url,172.16.2.2/_files
9999,688654,1,1,,N/A,tcp,172.16.1.2,172.16.2.2,url,172.16.2.2/_flash
9999,688657,1,1,,N/A,tcp,172.16.1.2,172.16.2.2,url,172.16.2.2/_dummy
9999,688655,1,1,,N/A,tcp,172.16.1.2,172.16.2.2,url,172.16.2.2/_images
9999,688656,1,1,,N/A,tcp,172.16.1.2,172.16.2.2,url,172.16.2.2/_img
9999,688654,1,1,,N/A,tcp,172.16.1.2,172.16.2.2,url,172.16.2.2/_include
9999,688655,1,1,,N/A,tcp,172.16.1.2,172.16.2.2,url,172.16.2.2/_includes
9999,688656,1,1,,N/A,tcp,172.16.1.2,172.16.2.2,url,172.16.2.2/_js
9999,688654,1,1,,N/A,tcp,172.16.1.2,172.16.2.2,url,172.16.2.2/_layouts
