ID_regla,sessionid,repeatcnt,severity_number,Nombre_regla,thread_category,prot,src_ip,dst_ip,log_subtype,extra_data
33515,800532,1,5,Metasploit Meterpreter Connection Attempt,code-execution,tcp,172.31.69.13,13.58.225.34,vulnerability,
33515,797095,1,5,Metasploit Meterpreter Connection Attempt,code-execution,tcp,172.31.69.13,13.58.225.34,vulnerability,
