ID_regla,sessionid,repeatcnt,severity_number,Nombre_regla,thread_category,prot,src_ip,dst_ip,log_subtype,extra_data
56112,52754,1,1,Non-RFC Compliant SSL Traffic on Port 443,protocol-anomaly,tcp,192.168.1.4,185.199.109.133,vulnerability,
54699,52754,1,1,Abnormal SSL traffic on port 443,protocol-anomaly,tcp,192.168.1.4,185.199.109.133,vulnerability,
