ID_regla,sessionid,repeatcnt,severity_number,Nombre_regla,thread_category,prot,src_ip,dst_ip,log_subtype,extra_data
655989849,863759,2,3,trojan/Linux.connectback.ui,elf,tcp,192.168.0.20,192.168.0.30,virus,meterpreter1234.exe
52175,862260,1,4,ELF File,N/A,tcp,192.168.0.20,192.168.0.30,wildfire,meterpreter1234.elf
52175,863759,1,4,ELF File,N/A,tcp,192.168.0.20,192.168.0.30,wildfire,meterpreter1234.exe
