attackid,severity,attack,service,srcip,dstip,subtype,eventtype
12449,critical,Remote.CMD.Shell,tcp/31337,172.31.69.13,13.58.225.34,ips,signature
12449,critical,Remote.CMD.Shell,tcp/31337,172.31.69.13,13.58.225.34,ips,signature
12449,critical,Remote.CMD.Shell,tcp/31337,172.31.69.13,13.58.225.34,ips,signature
