2024-07-05T12:16:59.292353+02:00 ait29.us.es date=2024-07-05 time=03:16:58 devname="FGDIT" devid="FGVM02TM24009458" eventtime=1720174618751841113 tz="-0700" logid="1059028704" type="utm" subtype="app-ctrl" eventtype="signature" level="information" vd="root" appid=16250 srcip=0.0.0.0 dstip=255.255.255.255 dstcountry="Reserved" srcport=68 dstport=67 srcintf="port4" srcintfrole="undefined" dstintf="port4" dstintfrole="undefined" proto=17 service="DHCP" direction="outgoing" policyid=1 poluuid="ccb284a4-eb71-51ee-081b-8ff8738c03f6" policytype="sniffer" sessionid=3311618 applist="sniffer-profile" action="pass" appcat="Network.Service" app="BOOTP" incidentserialno=226718804 msg="Network.Service: BOOTP" apprisk="elevated"
2024-07-05T12:16:59.292890+02:00 ait29.us.es date=2024-07-05 time=03:16:58 devname="FGDIT" devid="FGVM02TM24009458" eventtime=1720174618772272964 tz="-0700" logid="1059028704" type="utm" subtype="app-ctrl" eventtype="signature" level="information" vd="root" appid=16195 srcip=192.168.0.10 srccountry="Reserved" dstip=192.168.0.2 dstcountry="Reserved" srcport=64920 dstport=53 srcintf="port4" srcintfrole="undefined" dstintf="port4" dstintfrole="undefined" proto=17 service="DNS" direction="outgoing" policyid=1 poluuid="ccb284a4-eb71-51ee-081b-8ff8738c03f6" policytype="sniffer" sessionid=3311646 applist="sniffer-profile" action="pass" appcat="Network.Service" app="DNS" incidentserialno=226718839 msg="Network.Service: DNS" apprisk="elevated"
2024-07-05T12:16:59.292906+02:00 ait29.us.es date=2024-07-05 time=03:16:58 devname="FGDIT" devid="FGVM02TM24009458" eventtime=1720174618772339247 tz="-0700" logid="1059028704" type="utm" subtype="app-ctrl" eventtype="signature" level="information" vd="root" appid=16195 srcip=192.168.0.10 srccountry="Reserved" dstip=192.168.0.2 dstcountry="Reserved" srcport=59958 dstport=53 srcintf="port4" srcintfrole="undefined" dstintf="port4" dstintfrole="undefined" proto=17 service="DNS" direction="outgoing" policyid=1 poluuid="ccb284a4-eb71-51ee-081b-8ff8738c03f6" policytype="sniffer" sessionid=3311647 applist="sniffer-profile" action="pass" appcat="Network.Service" app="DNS" incidentserialno=226718840 msg="Network.Service: DNS" apprisk="elevated"
2024-07-05T12:16:59.292923+02:00 ait29.us.es date=2024-07-05 time=03:16:58 devname="FGDIT" devid="FGVM02TM24009458" eventtime=1720174618772404500 tz="-0700" logid="1059028704" type="utm" subtype="app-ctrl" eventtype="signature" level="information" vd="root" appid=16195 srcip=192.168.0.10 srccountry="Reserved" dstip=192.168.0.2 dstcountry="Reserved" srcport=63432 dstport=53 srcintf="port4" srcintfrole="undefined" dstintf="port4" dstintfrole="undefined" proto=17 service="DNS" direction="outgoing" policyid=1 poluuid="ccb284a4-eb71-51ee-081b-8ff8738c03f6" policytype="sniffer" sessionid=3311648 applist="sniffer-profile" action="pass" appcat="Network.Service" app="DNS" incidentserialno=226718841 msg="Network.Service: DNS" apprisk="elevated"
2024-07-05T12:16:59.292939+02:00 ait29.us.es date=2024-07-05 time=03:16:58 devname="FGDIT" devid="FGVM02TM24009458" eventtime=1720174618772479741 tz="-0700" logid="1059028704" type="utm" subtype="app-ctrl" eventtype="signature" level="information" vd="root" appid=16195 srcip=192.168.0.10 srccountry="Reserved" dstip=192.168.0.2 dstcountry="Reserved" srcport=63668 dstport=53 srcintf="port4" srcintfrole="undefined" dstintf="port4" dstintfrole="undefined" proto=17 service="DNS" direction="outgoing" policyid=1 poluuid="ccb284a4-eb71-51ee-081b-8ff8738c03f6" policytype="sniffer" sessionid=3311649 applist="sniffer-profile" action="pass" appcat="Network.Service" app="DNS" incidentserialno=226718842 msg="Network.Service: DNS" apprisk="elevated"
2024-07-05T12:16:59.292954+02:00 ait29.us.es date=2024-07-05 time=03:16:58 devname="FGDIT" devid="FGVM02TM24009458" eventtime=1720174618772546777 tz="-0700" logid="1059028704" type="utm" subtype="app-ctrl" eventtype="signature" level="information" vd="root" appid=16195 srcip=192.168.0.10 srccountry="Reserved" dstip=192.168.0.2 dstcountry="Reserved" srcport=56681 dstport=53 srcintf="port4" srcintfrole="undefined" dstintf="port4" dstintfrole="undefined" proto=17 service="DNS" direction="outgoing" policyid=1 poluuid="ccb284a4-eb71-51ee-081b-8ff8738c03f6" policytype="sniffer" sessionid=3311650 applist="sniffer-profile" action="pass" appcat="Network.Service" app="DNS" incidentserialno=226718843 msg="Network.Service: DNS" apprisk="elevated"
2024-07-05T12:16:59.292958+02:00 ait29.us.es date=2024-07-05 time=03:16:58 devname="FGDIT" devid="FGVM02TM24009458" eventtime=1720174618772614744 tz="-0700" logid="1059028704" type="utm" subtype="app-ctrl" eventtype="signature" level="information" vd="root" appid=16195 srcip=192.168.0.10 srccountry="Reserved" dstip=192.168.0.2 dstcountry="Reserved" srcport=51390 dstport=53 srcintf="port4" srcintfrole="undefined" dstintf="port4" dstintfrole="undefined" proto=17 service="DNS" direction="outgoing" policyid=1 poluuid="ccb284a4-eb71-51ee-081b-8ff8738c03f6" policytype="sniffer" sessionid=3311651 applist="sniffer-profile" action="pass" appcat="Network.Service" app="DNS" incidentserialno=226718844 msg="Network.Service: DNS" apprisk="elevated"
2024-07-05T12:16:59.292973+02:00 ait29.us.es date=2024-07-05 time=03:16:58 devname="FGDIT" devid="FGVM02TM24009458" eventtime=1720174618772679274 tz="-0700" logid="1059028704" type="utm" subtype="app-ctrl" eventtype="signature" level="information" vd="root" appid=16195 srcip=192.168.0.10 srccountry="Reserved" dstip=192.168.0.2 dstcountry="Reserved" srcport=55685 dstport=53 srcintf="port4" srcintfrole="undefined" dstintf="port4" dstintfrole="undefined" proto=17 service="DNS" direction="outgoing" policyid=1 poluuid="ccb284a4-eb71-51ee-081b-8ff8738c03f6" policytype="sniffer" sessionid=3311652 applist="sniffer-profile" action="pass" appcat="Network.Service" app="DNS" incidentserialno=226718845 msg="Network.Service: DNS" apprisk="elevated"
2024-07-05T12:16:59.292991+02:00 ait29.us.es date=2024-07-05 time=03:16:58 devname="FGDIT" devid="FGVM02TM24009458" eventtime=1720174618772789133 tz="-0700" logid="1059028704" type="utm" subtype="app-ctrl" eventtype="signature" level="information" vd="root" appid=16083 srcip=192.168.0.10 srccountry="Reserved" dstip=239.255.255.250 dstcountry="Reserved" srcport=55686 dstport=1900 srcintf="port4" srcintfrole="undefined" dstintf="port4" dstintfrole="undefined" proto=17 service="MMS" direction="outgoing" policyid=1 poluuid="ccb284a4-eb71-51ee-081b-8ff8738c03f6" policytype="sniffer" sessionid=3311653 applist="sniffer-profile" action="pass" appcat="Network.Service" app="UPnP" incidentserialno=226718846 msg="Network.Service: UPnP" apprisk="elevated"
2024-07-05T12:16:59.293004+02:00 ait29.us.es date=2024-07-05 time=03:16:58 devname="FGDIT" devid="FGVM02TM24009458" eventtime=1720174618772986468 tz="-0700" logid="1059028704" type="utm" subtype="app-ctrl" eventtype="signature" level="information" vd="root" appid=16195 srcip=192.168.0.10 srccountry="Reserved" dstip=192.168.0.2 dstcountry="Reserved" srcport=62333 dstport=53 srcintf="port4" srcintfrole="undefined" dstintf="port4" dstintfrole="undefined" proto=17 service="DNS" direction="outgoing" policyid=1 poluuid="ccb284a4-eb71-51ee-081b-8ff8738c03f6" policytype="sniffer" sessionid=3311654 applist="sniffer-profile" action="pass" appcat="Network.Service" app="DNS" incidentserialno=226718847 msg="Network.Service: DNS" apprisk="elevated"
2024-07-05T12:16:59.293022+02:00 ait29.us.es date=2024-07-05 time=03:16:58 devname="FGDIT" devid="FGVM02TM24009458" eventtime=1720174618773081753 tz="-0700" logid="1059028704" type="utm" subtype="app-ctrl" eventtype="signature" level="information" vd="root" appid=16195 srcip=192.168.0.10 srccountry="Reserved" dstip=192.168.0.2 dstcountry="Reserved" srcport=58938 dstport=53 srcintf="port4" srcintfrole="undefined" dstintf="port4" dstintfrole="undefined" proto=17 service="DNS" direction="outgoing" policyid=1 poluuid="ccb284a4-eb71-51ee-081b-8ff8738c03f6" policytype="sniffer" sessionid=3311655 applist="sniffer-profile" action="pass" appcat="Network.Service" app="DNS" incidentserialno=226718848 msg="Network.Service: DNS" apprisk="elevated"
2024-07-05T12:16:59.293034+02:00 ait29.us.es date=2024-07-05 time=03:16:58 devname="FGDIT" devid="FGVM02TM24009458" eventtime=1720174618773163123 tz="-0700" logid="1059028704" type="utm" subtype="app-ctrl" eventtype="signature" level="information" vd="root" appid=16195 srcip=192.168.0.10 srccountry="Reserved" dstip=192.168.0.2 dstcountry="Reserved" srcport=57146 dstport=53 srcintf="port4" srcintfrole="undefined" dstintf="port4" dstintfrole="undefined" proto=17 service="DNS" direction="outgoing" policyid=1 poluuid="ccb284a4-eb71-51ee-081b-8ff8738c03f6" policytype="sniffer" sessionid=3311656 applist="sniffer-profile" action="pass" appcat="Network.Service" app="DNS" incidentserialno=226718849 msg="Network.Service: DNS" apprisk="elevated"
2024-07-05T12:16:59.293048+02:00 ait29.us.es date=2024-07-05 time=03:16:58 devname="FGDIT" devid="FGVM02TM24009458" eventtime=1720174618773256721 tz="-0700" logid="1059028704" type="utm" subtype="app-ctrl" eventtype="signature" level="information" vd="root" appid=16195 srcip=192.168.0.10 srccountry="Reserved" dstip=192.168.0.2 dstcountry="Reserved" srcport=55371 dstport=53 srcintf="port4" srcintfrole="undefined" dstintf="port4" dstintfrole="undefined" proto=17 service="DNS" direction="outgoing" policyid=1 poluuid="ccb284a4-eb71-51ee-081b-8ff8738c03f6" policytype="sniffer" sessionid=3311657 applist="sniffer-profile" action="pass" appcat="Network.Service" app="DNS" incidentserialno=226718850 msg="Network.Service: DNS" apprisk="elevated"
2024-07-05T12:16:59.293059+02:00 ait29.us.es date=2024-07-05 time=03:16:58 devname="FGDIT" devid="FGVM02TM24009458" eventtime=1720174618773339815 tz="-0700" logid="1059028704" type="utm" subtype="app-ctrl" eventtype="signature" level="information" vd="root" appid=16195 srcip=192.168.0.10 srccountry="Reserved" dstip=192.168.0.2 dstcountry="Reserved" srcport=62205 dstport=53 srcintf="port4" srcintfrole="undefined" dstintf="port4" dstintfrole="undefined" proto=17 service="DNS" direction="outgoing" policyid=1 poluuid="ccb284a4-eb71-51ee-081b-8ff8738c03f6" policytype="sniffer" sessionid=3311658 applist="sniffer-profile" action="pass" appcat="Network.Service" app="DNS" incidentserialno=226718851 msg="Network.Service: DNS" apprisk="elevated"
2024-07-05T12:16:59.293075+02:00 ait29.us.es date=2024-07-05 time=03:16:58 devname="FGDIT" devid="FGVM02TM24009458" eventtime=1720174618773417199 tz="-0700" logid="1059028704" type="utm" subtype="app-ctrl" eventtype="signature" level="information" vd="root" appid=16195 srcip=192.168.0.10 srccountry="Reserved" dstip=192.168.0.2 dstcountry="Reserved" srcport=49437 dstport=53 srcintf="port4" srcintfrole="undefined" dstintf="port4" dstintfrole="undefined" proto=17 service="DNS" direction="outgoing" policyid=1 poluuid="ccb284a4-eb71-51ee-081b-8ff8738c03f6" policytype="sniffer" sessionid=3311659 applist="sniffer-profile" action="pass" appcat="Network.Service" app="DNS" incidentserialno=226718852 msg="Network.Service: DNS" apprisk="elevated"
2024-07-05T12:16:59.293092+02:00 ait29.us.es date=2024-07-05 time=03:16:58 devname="FGDIT" devid="FGVM02TM24009458" eventtime=1720174618773522263 tz="-0700" logid="1059028704" type="utm" subtype="app-ctrl" eventtype="signature" level="information" vd="root" appid=16195 srcip=192.168.0.10 srccountry="Reserved" dstip=192.168.0.2 dstcountry="Reserved" srcport=57335 dstport=53 srcintf="port4" srcintfrole="undefined" dstintf="port4" dstintfrole="undefined" proto=17 service="DNS" direction="outgoing" policyid=1 poluuid="ccb284a4-eb71-51ee-081b-8ff8738c03f6" policytype="sniffer" sessionid=3311660 applist="sniffer-profile" action="pass" appcat="Network.Service" app="DNS" incidentserialno=226718853 msg="Network.Service: DNS" apprisk="elevated"
2024-07-05T12:16:59.293107+02:00 ait29.us.es date=2024-07-05 time=03:16:58 devname="FGDIT" devid="FGVM02TM24009458" eventtime=1720174618773596557 tz="-0700" logid="1059028704" type="utm" subtype="app-ctrl" eventtype="signature" level="information" vd="root" appid=16195 srcip=192.168.0.10 srccountry="Reserved" dstip=192.168.0.2 dstcountry="Reserved" srcport=63406 dstport=53 srcintf="port4" srcintfrole="undefined" dstintf="port4" dstintfrole="undefined" proto=17 service="DNS" direction="outgoing" policyid=1 poluuid="ccb284a4-eb71-51ee-081b-8ff8738c03f6" policytype="sniffer" sessionid=3311661 applist="sniffer-profile" action="pass" appcat="Network.Service" app="DNS" incidentserialno=226718854 msg="Network.Service: DNS" apprisk="elevated"
2024-07-05T12:16:59.293122+02:00 ait29.us.es date=2024-07-05 time=03:16:58 devname="FGDIT" devid="FGVM02TM24009458" eventtime=1720174618773674430 tz="-0700" logid="1059028704" type="utm" subtype="app-ctrl" eventtype="signature" level="information" vd="root" appid=16195 srcip=192.168.0.10 srccountry="Reserved" dstip=192.168.0.2 dstcountry="Reserved" srcport=61034 dstport=53 srcintf="port4" srcintfrole="undefined" dstintf="port4" dstintfrole="undefined" proto=17 service="DNS" direction="outgoing" policyid=1 poluuid="ccb284a4-eb71-51ee-081b-8ff8738c03f6" policytype="sniffer" sessionid=3311662 applist="sniffer-profile" action="pass" appcat="Network.Service" app="DNS" incidentserialno=226718855 msg="Network.Service: DNS" apprisk="elevated"
2024-07-05T12:16:59.293133+02:00 ait29.us.es date=2024-07-05 time=03:16:58 devname="FGDIT" devid="FGVM02TM24009458" eventtime=1720174618773757611 tz="-0700" logid="1059028704" type="utm" subtype="app-ctrl" eventtype="signature" level="information" vd="root" appid=16195 srcip=192.168.0.10 srccountry="Reserved" dstip=192.168.0.2 dstcountry="Reserved" srcport=57148 dstport=53 srcintf="port4" srcintfrole="undefined" dstintf="port4" dstintfrole="undefined" proto=17 service="DNS" direction="outgoing" policyid=1 poluuid="ccb284a4-eb71-51ee-081b-8ff8738c03f6" policytype="sniffer" sessionid=3311663 applist="sniffer-profile" action="pass" appcat="Network.Service" app="DNS" incidentserialno=226718856 msg="Network.Service: DNS" apprisk="elevated"
2024-07-05T12:16:59.293149+02:00 ait29.us.es date=2024-07-05 time=03:16:58 devname="FGDIT" devid="FGVM02TM24009458" eventtime=1720174618773840155 tz="-0700" logid="1059028704" type="utm" subtype="app-ctrl" eventtype="signature" level="information" vd="root" appid=16195 srcip=192.168.0.10 srccountry="Reserved" dstip=192.168.0.2 dstcountry="Reserved" srcport=53481 dstport=53 srcintf="port4" srcintfrole="undefined" dstintf="port4" dstintfrole="undefined" proto=17 service="DNS" direction="outgoing" policyid=1 poluuid="ccb284a4-eb71-51ee-081b-8ff8738c03f6" policytype="sniffer" sessionid=3311664 applist="sniffer-profile" action="pass" appcat="Network.Service" app="DNS" incidentserialno=226718857 msg="Network.Service: DNS" apprisk="elevated"
2024-07-05T12:16:59.293165+02:00 ait29.us.es date=2024-07-05 time=03:16:58 devname="FGDIT" devid="FGVM02TM24009458" eventtime=1720174618773919848 tz="-0700" logid="1059028704" type="utm" subtype="app-ctrl" eventtype="signature" level="information" vd="root" appid=16195 srcip=192.168.0.10 srccountry="Reserved" dstip=192.168.0.2 dstcountry="Reserved" srcport=50798 dstport=53 srcintf="port4" srcintfrole="undefined" dstintf="port4" dstintfrole="undefined" proto=17 service="DNS" direction="outgoing" policyid=1 poluuid="ccb284a4-eb71-51ee-081b-8ff8738c03f6" policytype="sniffer" sessionid=3311665 applist="sniffer-profile" action="pass" appcat="Network.Service" app="DNS" incidentserialno=226718858 msg="Network.Service: DNS" apprisk="elevated"
2024-07-05T12:16:59.293184+02:00 ait29.us.es date=2024-07-05 time=03:16:58 devname="FGDIT" devid="FGVM02TM24009458" eventtime=1720174618774007959 tz="-0700" logid="1059028704" type="utm" subtype="app-ctrl" eventtype="signature" level="information" vd="root" appid=16195 srcip=192.168.0.10 srccountry="Reserved" dstip=192.168.0.2 dstcountry="Reserved" srcport=58333 dstport=53 srcintf="port4" srcintfrole="undefined" dstintf="port4" dstintfrole="undefined" proto=17 service="DNS" direction="outgoing" policyid=1 poluuid="ccb284a4-eb71-51ee-081b-8ff8738c03f6" policytype="sniffer" sessionid=3311666 applist="sniffer-profile" action="pass" appcat="Network.Service" app="DNS" incidentserialno=226718859 msg="Network.Service: DNS" apprisk="elevated"
2024-07-05T12:16:59.293196+02:00 ait29.us.es date=2024-07-05 time=03:16:58 devname="FGDIT" devid="FGVM02TM24009458" eventtime=1720174618774080046 tz="-0700" logid="1059028704" type="utm" subtype="app-ctrl" eventtype="signature" level="information" vd="root" appid=16195 srcip=192.168.0.10 srccountry="Reserved" dstip=192.168.0.2 dstcountry="Reserved" srcport=58374 dstport=53 srcintf="port4" srcintfrole="undefined" dstintf="port4" dstintfrole="undefined" proto=17 service="DNS" direction="outgoing" policyid=1 poluuid="ccb284a4-eb71-51ee-081b-8ff8738c03f6" policytype="sniffer" sessionid=3311667 applist="sniffer-profile" action="pass" appcat="Network.Service" app="DNS" incidentserialno=226718860 msg="Network.Service: DNS" apprisk="elevated"
2024-07-05T12:16:59.293211+02:00 ait29.us.es date=2024-07-05 time=03:16:58 devname="FGDIT" devid="FGVM02TM24009458" eventtime=1720174618774341696 tz="-0700" logid="1059028704" type="utm" subtype="app-ctrl" eventtype="signature" level="information" vd="root" appid=16195 srcip=192.168.0.10 srccountry="Reserved" dstip=192.168.0.2 dstcountry="Reserved" srcport=62386 dstport=53 srcintf="port4" srcintfrole="undefined" dstintf="port4" dstintfrole="undefined" proto=17 service="DNS" direction="outgoing" policyid=1 poluuid="ccb284a4-eb71-51ee-081b-8ff8738c03f6" policytype="sniffer" sessionid=3311669 applist="sniffer-profile" action="pass" appcat="Network.Service" app="DNS" incidentserialno=226718861 msg="Network.Service: DNS" apprisk="elevated"
2024-07-05T12:16:59.293226+02:00 ait29.us.es date=2024-07-05 time=03:16:58 devname="FGDIT" devid="FGVM02TM24009458" eventtime=1720174618774654104 tz="-0700" logid="1059028704" type="utm" subtype="app-ctrl" eventtype="signature" level="information" vd="root" appid=40469 srcip=192.168.0.10 srccountry="Reserved" dstip=192.168.0.2 dstcountry="Reserved" srcport=49785 dstport=80 srcintf="port4" srcintfrole="undefined" dstintf="port4" dstintfrole="undefined" proto=6 service="HTTP" direction="outgoing" policyid=1 poluuid="ccb284a4-eb71-51ee-081b-8ff8738c03f6" policytype="sniffer" sessionid=3311668 applist="sniffer-profile" action="pass" appcat="Web.Client" app="HTTP.BROWSER_Edge" hostname="google.es" incidentserialno=226718862 url="/" agent="Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 Edg/122.0.0.0" httpmethod="GET" msg="Web.Client: HTTP.BROWSER_Edge" apprisk="elevated"
2024-07-05T12:16:59.293239+02:00 ait29.us.es date=2024-07-05 time=03:16:58 devname="FGDIT" devid="FGVM02TM24009458" eventtime=1720174618775297652 tz="-0700" logid="1059028704" type="utm" subtype="app-ctrl" eventtype="signature" level="information" vd="root" appid=40469 srcip=192.168.0.10 srccountry="Reserved" dstip=192.168.0.2 dstcountry="Reserved" srcport=49786 dstport=80 srcintf="port4" srcintfrole="undefined" dstintf="port4" dstintfrole="undefined" proto=6 service="HTTP" direction="outgoing" policyid=1 poluuid="ccb284a4-eb71-51ee-081b-8ff8738c03f6" policytype="sniffer" sessionid=3311670 applist="sniffer-profile" action="pass" appcat="Web.Client" app="HTTP.BROWSER_Edge" hostname="google.es" incidentserialno=226718863 url="/favicon.ico" agent="Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 Edg/122.0.0.0" httpmethod="GET" referralurl="http://google.es/" msg="Web.Client: HTTP.BROWSER_Edge" apprisk="elevated"
2024-07-05T12:16:59.293257+02:00 ait29.us.es date=2024-07-05 time=03:16:58 devname="FGDIT" devid="FGVM02TM24009458" eventtime=1720174618776386609 tz="-0700" logid="1059028704" type="utm" subtype="app-ctrl" eventtype="signature" level="information" vd="root" appid=16195 srcip=192.168.0.10 srccountry="Reserved" dstip=192.168.0.2 dstcountry="Reserved" srcport=50176 dstport=53 srcintf="port4" srcintfrole="undefined" dstintf="port4" dstintfrole="undefined" proto=17 service="DNS" direction="outgoing" policyid=1 poluuid="ccb284a4-eb71-51ee-081b-8ff8738c03f6" policytype="sniffer" sessionid=3311671 applist="sniffer-profile" action="pass" appcat="Network.Service" app="DNS" incidentserialno=226718864 msg="Network.Service: DNS" apprisk="elevated"
2024-07-05T12:16:59.293268+02:00 ait29.us.es date=2024-07-05 time=03:16:58 devname="FGDIT" devid="FGVM02TM24009458" eventtime=1720174618776529088 tz="-0700" logid="1059028704" type="utm" subtype="app-ctrl" eventtype="signature" level="information" vd="root" appid=16195 srcip=192.168.0.10 srccountry="Reserved" dstip=192.168.0.2 dstcountry="Reserved" srcport=56829 dstport=53 srcintf="port4" srcintfrole="undefined" dstintf="port4" dstintfrole="undefined" proto=17 service="DNS" direction="outgoing" policyid=1 poluuid="ccb284a4-eb71-51ee-081b-8ff8738c03f6" policytype="sniffer" sessionid=3311672 applist="sniffer-profile" action="pass" appcat="Network.Service" app="DNS" incidentserialno=226718865 msg="Network.Service: DNS" apprisk="elevated"
2024-07-05T12:16:59.293283+02:00 ait29.us.es date=2024-07-05 time=03:16:58 devname="FGDIT" devid="FGVM02TM24009458" eventtime=1720174618776861830 tz="-0700" logid="1059028704" type="utm" subtype="app-ctrl" eventtype="signature" level="information" vd="root" appid=16195 srcip=192.168.0.10 srccountry="Reserved" dstip=192.168.0.2 dstcountry="Reserved" srcport=52676 dstport=53 srcintf="port4" srcintfrole="undefined" dstintf="port4" dstintfrole="undefined" proto=17 service="DNS" direction="outgoing" policyid=1 poluuid="ccb284a4-eb71-51ee-081b-8ff8738c03f6" policytype="sniffer" sessionid=3311674 applist="sniffer-profile" action="pass" appcat="Network.Service" app="DNS" incidentserialno=226718866 msg="Network.Service: DNS" apprisk="elevated"
2024-07-05T12:16:59.293301+02:00 ait29.us.es date=2024-07-05 time=03:16:58 devname="FGDIT" devid="FGVM02TM24009458" eventtime=1720174618776991322 tz="-0700" logid="1059028704" type="utm" subtype="app-ctrl" eventtype="signature" level="information" vd="root" appid=16195 srcip=192.168.0.10 srccountry="Reserved" dstip=192.168.0.2 dstcountry="Reserved" srcport=52578 dstport=53 srcintf="port4" srcintfrole="undefined" dstintf="port4" dstintfrole="undefined" proto=17 service="DNS" direction="outgoing" policyid=1 poluuid="ccb284a4-eb71-51ee-081b-8ff8738c03f6" policytype="sniffer" sessionid=3311675 applist="sniffer-profile" action="pass" appcat="Network.Service" app="DNS" incidentserialno=226718867 msg="Network.Service: DNS" apprisk="elevated"
2024-07-05T12:16:59.293315+02:00 ait29.us.es date=2024-07-05 time=03:16:58 devname="FGDIT" devid="FGVM02TM24009458" eventtime=1720174618777247264 tz="-0700" logid="1059028704" type="utm" subtype="app-ctrl" eventtype="signature" level="information" vd="root" appid=40469 srcip=192.168.0.10 srccountry="Reserved" dstip=192.168.0.2 dstcountry="Reserved" srcport=49790 dstport=80 srcintf="port4" srcintfrole="undefined" dstintf="port4" dstintfrole="undefined" proto=6 service="HTTP" direction="outgoing" policyid=1 poluuid="ccb284a4-eb71-51ee-081b-8ff8738c03f6" policytype="sniffer" sessionid=3311673 applist="sniffer-profile" action="pass" appcat="Web.Client" app="HTTP.BROWSER_Edge" hostname="google.es" incidentserialno=226718868 url="/google.exe" agent="Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 Edg/122.0.0.0" httpmethod="GET" referralurl="http://google.es/" msg="Web.Client: HTTP.BROWSER_Edge" apprisk="elevated"
2024-07-05T12:16:59.293330+02:00 ait29.us.es date=2024-07-05 time=03:16:58 devname="FGDIT" devid="FGVM02TM24009458" eventtime=1720174618777579316 tz="-0700" logid="1059028704" type="utm" subtype="app-ctrl" eventtype="signature" level="information" vd="root" appid=16195 srcip=192.168.0.10 srccountry="Reserved" dstip=192.168.0.2 dstcountry="Reserved" srcport=64722 dstport=53 srcintf="port4" srcintfrole="undefined" dstintf="port4" dstintfrole="undefined" proto=17 service="DNS" direction="outgoing" policyid=1 poluuid="ccb284a4-eb71-51ee-081b-8ff8738c03f6" policytype="sniffer" sessionid=3311677 applist="sniffer-profile" action="pass" appcat="Network.Service" app="DNS" incidentserialno=226718869 msg="Network.Service: DNS" apprisk="elevated"
2024-07-05T12:16:59.293345+02:00 ait29.us.es date=2024-07-05 time=03:16:58 devname="FGDIT" devid="FGVM02TM24009458" eventtime=1720174618777659253 tz="-0700" logid="1059028704" type="utm" subtype="app-ctrl" eventtype="signature" level="information" vd="root" appid=16195 srcip=192.168.0.10 srccountry="Reserved" dstip=192.168.0.2 dstcountry="Reserved" srcport=61618 dstport=53 srcintf="port4" srcintfrole="undefined" dstintf="port4" dstintfrole="undefined" proto=17 service="DNS" direction="outgoing" policyid=1 poluuid="ccb284a4-eb71-51ee-081b-8ff8738c03f6" policytype="sniffer" sessionid=3311678 applist="sniffer-profile" action="pass" appcat="Network.Service" app="DNS" incidentserialno=226718870 msg="Network.Service: DNS" apprisk="elevated"
2024-07-05T12:16:59.293359+02:00 ait29.us.es date=2024-07-05 time=03:16:58 devname="FGDIT" devid="FGVM02TM24009458" eventtime=1720174618777793652 tz="-0700" logid="1059028704" type="utm" subtype="app-ctrl" eventtype="signature" level="information" vd="root" appid=16195 srcip=192.168.0.10 srccountry="Reserved" dstip=192.168.0.2 dstcountry="Reserved" srcport=57356 dstport=53 srcintf="port4" srcintfrole="undefined" dstintf="port4" dstintfrole="undefined" proto=17 service="DNS" direction="outgoing" policyid=1 poluuid="ccb284a4-eb71-51ee-081b-8ff8738c03f6" policytype="sniffer" sessionid=3311679 applist="sniffer-profile" action="pass" appcat="Network.Service" app="DNS" incidentserialno=226718871 msg="Network.Service: DNS" apprisk="elevated"
2024-07-05T12:16:59.293375+02:00 ait29.us.es date=2024-07-05 time=03:16:58 devname="FGDIT" devid="FGVM02TM24009458" eventtime=1720174618777992983 tz="-0700" logid="1059028704" type="utm" subtype="app-ctrl" eventtype="signature" level="information" vd="root" appid=16195 srcip=192.168.0.10 srccountry="Reserved" dstip=192.168.0.2 dstcountry="Reserved" srcport=49930 dstport=53 srcintf="port4" srcintfrole="undefined" dstintf="port4" dstintfrole="undefined" proto=17 service="DNS" direction="outgoing" policyid=1 poluuid="ccb284a4-eb71-51ee-081b-8ff8738c03f6" policytype="sniffer" sessionid=3311680 applist="sniffer-profile" action="pass" appcat="Network.Service" app="DNS" incidentserialno=226718872 msg="Network.Service: DNS" apprisk="elevated"
2024-07-05T12:16:59.293388+02:00 ait29.us.es date=2024-07-05 time=03:16:58 devname="FGDIT" devid="FGVM02TM24009458" eventtime=1720174618778073430 tz="-0700" logid="1059028704" type="utm" subtype="app-ctrl" eventtype="signature" level="information" vd="root" appid=16195 srcip=192.168.0.10 srccountry="Reserved" dstip=192.168.0.2 dstcountry="Reserved" srcport=57796 dstport=53 srcintf="port4" srcintfrole="undefined" dstintf="port4" dstintfrole="undefined" proto=17 service="DNS" direction="outgoing" policyid=1 poluuid="ccb284a4-eb71-51ee-081b-8ff8738c03f6" policytype="sniffer" sessionid=3311681 applist="sniffer-profile" action="pass" appcat="Network.Service" app="DNS" incidentserialno=226718873 msg="Network.Service: DNS" apprisk="elevated"
